,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20
2627,2627,5403,899,989,1382,1575,4400,6737,224,398,897,910,2216,2252,2706,2709,6303,6416,7263,7613,1.0,0.3651483716701108,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2632,2632,422,2192,6504,7352,8440,5301,1691,8160,1057,2756,2949,3659,7602,8898,224,287,615,656,897,1.0,0.4,0.4,0.4,0.4,0.4,0.3813850356982369,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3
2633,2633,1040,3643,2389,2916,218,6308,7857,1839,2147,6700,3004,3983,4091,414,458,2017,2166,2967,3013,1.0000000000000002,0.5222329678670935,0.4834937784152281,0.3198010745334156,0.3198010745334156,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2611164839335468,0.2461829819586655,0.2461829819586655,0.2461829819586655,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759,0.2279211529192759
2634,2634,3647,6356,1038,6224,2615,8493,613,1937,2189,3129,4014,6047,6919,832,1258,1915,2078,2130,3028,1.0,0.4216370213557839,0.4216370213557839,0.4,0.4,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3
2636,2636,1723,3846,7039,8191,803,2328,1395,2240,2936,4057,414,1979,2017,2166,2238,2354,3761,3800,3852,1.0000000000000002,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2886751345948128,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
2637,2637,510,4014,5968,6336,6384,8044,7398,4108,2873,8595,827,907,913,957,1419,1838,2941,4291,5148,1.0,0.5,0.4216370213557839,0.4,0.4,0.4,0.4,0.3651483716701108,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
2638,2638,3520,3764,7876,9153,6805,5018,4544,92,2224,4932,5212,7919,1403,2940,3623,4133,4355,4805,4882,1.0,0.3,0.3,0.3,0.3,0.2860387767736777,0.2738612787525831,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919
2640,2640,7875,8314,774,3953,4548,5942,6136,6500,7505,314,2964,5722,5881,6503,6513,6943,6985,7192,7684,1.0000000000000002,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919
2642,2642,1303,114,2576,3790,4260,2328,1395,2240,2936,4057,414,1979,2017,2166,2238,2354,3761,3800,3852,1.0000000000000002,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2886751345948128,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
2650,2650,2100,2298,2467,4046,92,620,1739,2172,2440,2882,2895,4076,5318,5904,6164,6671,7026,8314,1545,1.0,0.3198010745334156,0.3162277660168379,0.2886751345948129,0.2886751345948129,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158
2651,2651,712,2944,2014,4307,4614,8103,395,545,617,965,1219,1223,1401,2009,2031,2077,2262,2426,2603,1.0,0.4,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2652,2652,2621,6434,3866,8520,8976,2172,3929,5318,5904,3447,3711,5110,32,559,1072,1651,3467,3950,3984,1.0000000000000002,0.3849001794597505,0.3651483716701108,0.3333333333333334,0.3273268353539886,0.3273268353539886,0.3061862178478972,0.3061862178478972,0.3061862178478972,0.3061862178478972,0.2886751345948128,0.2886751345948128,0.2886751345948128,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831
2653,2653,3781,134,1154,2115,3486,8661,5310,9170,1655,3550,4764,5332,7136,62,215,307,594,932,1191,1.0,0.4564354645876385,0.4,0.4,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3
2654,2654,3231,4792,6209,4900,6012,3004,3983,4091,414,458,2017,2166,2967,3013,3800,4284,4425,5350,7329,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
2658,2658,7248,1046,1281,1926,2391,3661,5763,313,2188,2467,4327,3089,3761,5734,5785,1231,1342,1662,3112,1.0,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789
2659,2659,2299,3551,5354,7391,5291,414,458,2017,2166,3800,5350,7329,7417,650,1625,1662,2582,2910,3873,1.0,0.4472135954999579,0.4,0.4,0.4,0.3651483716701108,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684
2662,2662,7070,3138,8436,414,2017,2166,3800,4301,5350,7329,7417,8353,8414,524,650,1625,2299,2553,2582,1.0000000000000002,0.3692744729379982,0.3333333333333334,0.3333333333333334,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129
2670,2670,2285,2981,5867,6844,8556,4158,3929,4097,8268,77,1188,5332,6289,6592,8378,84,133,140,215,1.0,0.4216370213557839,0.4,0.4,0.4,0.4,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3
2672,2672,6018,1612,1715,4610,5737,2130,3913,6224,6562,7393,8287,8981,7058,1040,2328,1395,2240,2936,4057,1.0000000000000002,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2886751345948128,0.2886751345948128,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087
2679,2679,1906,7207,8495,7279,8329,259,507,1727,6560,8451,8554,8663,7394,8160,2246,5159,7136,8849,1180,1.0000000000000002,0.4767312946227962,0.4545454545454546,0.4351941398892446,0.3813850356982369,0.3813850356982369,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3481553119113957,0.3198010745334156,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2860387767736777
2680,2680,1641,2830,5487,6669,5334,3643,2239,2829,2907,4456,6072,6404,7702,8464,8493,409,415,657,761,1.0000000000000002,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2773500981126146,0.2672612419124244,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
2681,2681,4544,2146,1645,6401,236,3776,2129,6381,8520,2041,3352,3442,3488,6522,7248,7322,8544,451,598,1.0000000000000002,0.4629100498862757,0.3872983346207417,0.3651483716701107,0.3535533905932738,0.3333333333333334,0.3333333333333334,0.3086066999241838,0.3086066999241838,0.3086066999241838,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2721655269759087,0.2721655269759087
2690,2690,5960,3225,3871,1342,7406,7881,9102,513,1272,1392,1755,2379,2468,4354,5445,5885,6864,6948,7450,1.0000000000000002,0.2886751345948128,0.2773500981126146,0.2721655269759087,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
2691,2691,35,2797,7614,414,2017,2166,3800,5350,7329,7417,650,1625,2299,2582,2910,3873,5295,6018,6525,1.0,0.4,0.4,0.3651483716701108,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684
2692,2692,2746,2130,3696,4545,5941,6604,6879,7283,2805,6401,7648,6094,6381,2041,2414,2552,2946,3241,4239,1.0000000000000002,0.3535533905932737,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2886751345948128,0.2886751345948128,0.2886751345948128,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
2693,2693,3464,817,2846,2070,3813,6235,7894,816,929,1280,306,7417,3442,6522,8544,1757,3097,7049,8208,1.0000000000000002,0.5222329678670936,0.4564354645876385,0.4564354645876385,0.4351941398892446,0.4351941398892446,0.4351941398892446,0.4351941398892446,0.4166666666666668,0.4166666666666668,0.4166666666666668,0.3481553119113957,0.3273268353539886,0.3061862178478972,0.3061862178478972,0.3061862178478972,0.2886751345948128,0.2886751345948128,0.2886751345948128,0.2886751345948128
2696,2696,6182,546,2217,6667,7756,8421,8459,7682,7602,7795,8085,9,22,84,341,378,398,592,626,1.0,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2697,2697,4222,2962,4065,4403,5211,2805,7648,6381,2041,3442,6522,7248,1382,4400,5303,341,1182,1205,1398,1.0,0.5,0.4,0.4,0.4,0.4,0.3651483716701108,0.3651483716701108,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3
2704,2704,1291,2218,2250,2706,2709,4956,546,1777,2217,2252,8421,2986,7682,9,378,398,592,626,855,1.0000000000000002,0.4767312946227962,0.4767312946227962,0.4767312946227962,0.4767312946227962,0.4767312946227962,0.4767312946227962,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3636363636363636,0.3198010745334156,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
2706,2706,2250,2709,4956,1291,1777,2218,2252,2708,2704,546,1210,2217,4957,8421,2986,7682,9,134,378,1.0,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.4767312946227962,0.4,0.4,0.4,0.4,0.4,0.3813850356982369,0.3354101966249684,0.3,0.3,0.3
2708,2708,2706,1260,1777,2217,2250,2252,2709,4956,4957,7682,989,9,378,398,546,592,626,855,901,1.0,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2709,2709,2250,2252,2706,1291,1777,2218,4956,2704,546,2216,2217,2708,4957,8421,2968,2986,7377,349,7682,1.0,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4767312946227962,0.4,0.4,0.4,0.4,0.4,0.4,0.3813850356982369,0.3813850356982369,0.3651483716701108,0.3508232077228117,0.3354101966249684
2713,2713,6109,531,6973,118,2146,7542,2821,8082,2238,61,3137,3442,4304,4915,6522,8544,1147,1297,1306,1.0000000000000002,0.4444444444444444,0.3849001794597505,0.3535533905932737,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2981423969999719,0.2721655269759087,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222
2729,2729,976,1711,2284,5486,9146,3786,6105,6985,7192,7543,6379,8419,2328,1645,2298,2821,2886,4859,8052,1.0000000000000002,0.3333333333333333,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.2519763153394848,0.2357022603955158,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2010075630518424,0.2010075630518424,0.1924500897298752,0.1490711984999859,0.1490711984999859,0.1490711984999859,0.1490711984999859,0.1490711984999859,0.1490711984999859
2730,2730,7533,6845,1342,1555,3883,7406,7682,8682,580,1827,2127,4230,5555,5896,7348,7450,8149,53,229,1.0,0.3,0.2738612787525831,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2,0.2
2734,2734,587,1033,2766,3709,5501,7912,1264,7541,7433,1371,1979,4005,4425,4971,2229,4275,8347,211,858,1.0,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2738612787525831,0.2738612787525831,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2108185106778919,0.2108185106778919
2744,2744,4275,4291,7570,81,4933,2354,4005,4425,4971,123,2543,7400,858,927,1032,1304,1466,1484,1830,1.0,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3,0.3,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919
2746,2746,8745,2692,4636,7393,7460,2144,2414,2552,2946,3241,4789,6293,7855,152,1612,2109,2672,3454,3683,1.0,0.3749999999999999,0.3535533905932737,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
2751,2751,6709,7967,1747,2752,3922,5070,7598,7865,8184,8673,8887,7829,1970,336,236,2681,3776,2129,3089,1.0,0.4,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2738612787525831,0.2631174057921088,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2390457218668787,0.2390457218668787
2752,2752,2036,2569,2751,3895,9314,7542,7964,236,2681,3776,6662,2129,4544,6381,8520,2041,2909,3442,3488,1.0,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789
2755,2755,336,3564,3659,7136,901,938,951,1397,1901,1904,1960,2475,2632,2856,3081,3689,4112,4419,5569,1.0,0.3508232077228117,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2756,2756,5159,656,938,2192,2632,4419,5569,7598,8636,507,8663,336,1691,2970,3564,8160,337,857,1057,1.0000000000000002,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.2773500981126146,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222
2760,2760,2762,7682,645,9,378,398,546,592,626,855,1104,1172,1210,1260,1291,1398,1476,1777,1802,1.0000000000000002,0.3813850356982369,0.3198010745334156,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
2762,2762,8160,3689,5938,8119,8176,8329,8886,2760,8663,1691,1057,2246,2949,5159,7136,7602,8898,224,287,1.0,0.4472135954999579,0.4,0.4,0.4,0.4,0.4,0.4,0.3813850356982369,0.3813850356982369,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3
2765,2765,2341,24,1499,6910,1915,2212,6060,661,3004,3983,4091,414,458,2017,2166,2967,3013,3800,4284,1.0,0.4,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.2860387767736777,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787
2766,2766,587,1033,2734,3709,5501,7912,1264,7541,7433,1371,1979,4005,4425,4971,4275,7134,8347,211,858,1.0,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2738612787525831,0.2738612787525831,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2108185106778919,0.2108185106778919
2768,2768,3277,3427,4065,2805,5363,7648,6381,2041,1382,4400,5303,341,398,1182,1205,1398,1476,1987,2028,1.0000000000000002,0.3651483716701108,0.3651483716701108,0.3651483716701108,0.3333333333333334,0.3333333333333334,0.3333333333333334,0.3273268353539886,0.3061862178478972,0.2886751345948128,0.2886751345948128,0.2886751345948128,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2738612787525831
